Year,State,Category,Type,Vehicles
2022,South Carolina,Auto,Public,155717
2022,South Carolina,Bus,Private,4914
2022,South Carolina,Bus,Public,11187
2022,South Carolina,Truck,Private,2922240
2022,South Carolina,Truck,Public,263058
2022,South Carolina,Motorcycle,Private,122122
2022,South Carolina,Motorcycle,Public,425
2022,South Dakota,Auto,Private,300901
2022,South Dakota,Auto,Public,6396
2022,South Dakota,Bus,Private,1146
2022,South Dakota,Bus,Public,21328
2022,South Dakota,Truck,Private,873315
2022,South Dakota,Truck,Public,20666
2022,South Dakota,Motorcycle,Private,139834
2022,South Dakota,Motorcycle,Public,927
2022,Tennessee,Auto,Private,2271286
2022,Tennessee,Auto,Public,40726
2022,Tennessee,Bus,Private,15193
2022,Tennessee,Bus,Public,7287
2022,Tennessee,Truck,Private,4212034
2022,Tennessee,Truck,Public,82125
2022,Tennessee,Motorcycle,Private,198315
2022,Tennessee,Motorcycle,Public,1045
2022,Texas,Auto,Private,7564519
2022,Texas,Auto,Public,109697
2022,Texas,Bus,Private,15707
2022,Texas,Bus,Public,56923
2022,Texas,Truck,Private,14957587
2022,Texas,Truck,Public,244720
2022,Texas,Motorcycle,Private,340214
2022,Texas,Motorcycle,Public,2271
2022,Utah,Auto,Private,948368
2022,Utah,Auto,Public,17356
2022,Utah,Bus,Private,1821
2022,Utah,Bus,Public,5863
2022,Utah,Truck,Private,1723968
2022,Utah,Truck,Public,36503
2022,Utah,Motorcycle,Private,142281
2022,Utah,Motorcycle,Public,640
2022,Vermont,Auto,Private,170444
2022,Vermont,Auto,Public,2613
2022,Vermont,Bus,Private,636
2022,Vermont,Bus,Public,468
2022,Vermont,Truck,Private,410671
2022,Vermont,Truck,Public,7057
2022,Vermont,Motorcycle,Private,33775
2022,Vermont,Motorcycle,Public,0
2022,Virginia,Auto,Private,2898548
2022,Virginia,Auto,Public,40111
2022,Virginia,Bus,Private,8041
2022,Virginia,Bus,Public,27918
2022,Virginia,Truck,Private,4519646
2022,Virginia,Truck,Public,77055
2022,Virginia,Motorcycle,Private,191235
2022,Virginia,Motorcycle,Public,733
2022,Washington,Auto,Private,2752667
2022,Washington,Auto,Public,79885
2022,Washington,Bus,Private,5011
2022,Washington,Bus,Public,18215
2022,Washington,Truck,Private,4606471
2022,Washington,Truck,Public,146758
2022,Washington,Motorcycle,Private,226056
2022,Washington,Motorcycle,Public,0
2022,West Virginia,Auto,Private,465489
2022,West Virginia,Auto,Public,8157
2022,West Virginia,Bus,Private,154
2022,West Virginia,Bus,Public,53
2022,West Virginia,Truck,Private,1108647
2022,West Virginia,Truck,Public,21939
2022,West Virginia,Motorcycle,Private,47577
2022,West Virginia,Motorcycle,Public,880
2022,Wisconsin,Auto,Private,1707309
2022,Wisconsin,Auto,Public,22679
2022,Wisconsin,Bus,Private,13484
2022,Wisconsin,Bus,Public,56
2022,Wisconsin,Truck,Private,3604984
2022,Wisconsin,Truck,Public,52979
2022,Wisconsin,Motorcycle,Private,279926
2022,Wisconsin,Motorcycle,Public,256
2022,Wyoming,Auto,Private,183725
2022,Wyoming,Auto,Public,383
2022,Wyoming,Bus,Private,1101
2022,Wyoming,Bus,Public,108
2022,Wyoming,Truck,Private,672102
2022,Wyoming,Truck,Public,4211
2022,Wyoming,Motorcycle,Private,28646
2022,Wyoming,Motorcycle,Public,9
2021,Alabama,Auto,Private,2064120
2021,Alabama,Auto,Public,1199
2021,Alabama,Bus,Private,3222
2021,Alabama,Bus,Public,136
2021,Alabama,Truck,Private,3281503
2021,Alabama,Truck,Public,6495
2021,Alabama,Motorcycle,Private,123296
2021,Alabama,Motorcycle,Public,0
2021,Alaska,Auto,Private,138729
2021,Alaska,Auto,Public,2364
2021,Alaska,Bus,Private,7257
2021,Alaska,Bus,Public,578
2021,Alaska,Truck,Private,501147
2021,Alaska,Truck,Public,10354
2021,Alaska,Motorcycle,Private,25703
2021,Alaska,Motorcycle,Public,10
2021,Arizona,Auto,Private,2225380
2021,Arizona,Auto,Public,33108
2021,Arizona,Bus,Private,4540
2021,Arizona,Bus,Public,16816
2021,Arizona,Truck,Private,3446021
2021,Arizona,Truck,Public,58606
2021,Arizona,Motorcycle,Private,278777
2021,Arizona,Motorcycle,Public,1294
2021,Arkansas,Auto,Private,940535
2021,Arkansas,Auto,Public,18104
2021,Arkansas,Bus,Private,10499
2021,Arkansas,Bus,Public,835
2021,Arkansas,Truck,Private,2105469
2021,Arkansas,Truck,Public,42674
2021,Arkansas,Motorcycle,Private,96665
2021,Arkansas,Motorcycle,Public,0
2021,California,Auto,Private,14027931
2021,California,Auto,Public,240597
2021,California,Bus,Private,27912
2021,California,Bus,Public,66977
2021,California,Truck,Private,15859736
2021,California,Truck,Public,312996
2021,California,Motorcycle,Private,799450
2021,California,Motorcycle,Public,13474
2021,Colorado,Auto,Private,1479975
2021,Colorado,Auto,Public,16335
2021,Colorado,Bus,Private,5143
2021,Colorado,Bus,Public,7898
2021,Colorado,Truck,Private,3365500
2021,Colorado,Truck,Public,41256
2021,Colorado,Motorcycle,Private,180287
2021,Colorado,Motorcycle,Public,0
2021,Connecticut,Auto,Private,1118807
2021,Connecticut,Auto,Public,471
2021,Connecticut,Bus,Private,10191
2021,Connecticut,Bus,Public,31
2021,Connecticut,Truck,Private,1539460
2021,Connecticut,Truck,Public,4305
2021,Connecticut,Motorcycle,Private,83220
2021,Connecticut,Motorcycle,Public,0
2021,Delaware,Auto,Private,175867
2021,Delaware,Auto,Public,2113
2021,Delaware,Bus,Private,2208
2021,Delaware,Bus,Public,1363
2021,Delaware,Truck,Private,261979
2021,Delaware,Truck,Public,4307
2021,Delaware,Motorcycle,Private,24273
2021,Delaware,Motorcycle,Public,65
2021,District of Columbia,Auto,Private,186465
2021,District of Columbia,Auto,Public,12784
2021,District of Columbia,Bus,Private,761
2021,District of Columbia,Bus,Public,5526
2021,District of Columbia,Truck,Private,142876
2021,District of Columbia,Truck,Public,11394
2021,District of Columbia,Motorcycle,Private,3127
2021,District of Columbia,Motorcycle,Public,354
2021,Florida,Auto,Private,7752292
2021,Florida,Auto,Public,101687
2021,Florida,Bus,Private,24132
2021,Florida,Bus,Public,35719
2021,Florida,Truck,Private,10473223
2021,Florida,Truck,Public,155664
2021,Florida,Motorcycle,Private,634690
2021,Florida,Motorcycle,Public,2758
2021,Georgia,Auto,Private,3445526
2021,Georgia,Auto,Public,51681
2021,Georgia,Bus,Private,11227
2021,Georgia,Bus,Public,26185
2021,Georgia,Truck,Private,5237194
2021,Georgia,Truck,Public,87363
2021,Georgia,Motorcycle,Private,213658
2021,Georgia,Motorcycle,Public,42
2021,Hawaii,Auto,Private,456261
2021,Hawaii,Auto,Public,7613
2021,Hawaii,Bus,Private,1001
2021,Hawaii,Bus,Public,775
2021,Hawaii,Truck,Private,727961
2021,Hawaii,Truck,Public,15947
2021,Hawaii,Motorcycle,Private,25417
2021,Hawaii,Motorcycle,Public,385
2021,Idaho,Auto,Private,568864
2021,Idaho,Auto,Public,1100
2021,Idaho,Bus,Private,1940
2021,Idaho,Bus,Public,280
2021,Idaho,Truck,Private,1349991
2021,Idaho,Truck,Public,5440
2021,Idaho,Motorcycle,Private,48573
2021,Idaho,Motorcycle,Public,11
2021,Illinois,Auto,Private,4112710
2021,Illinois,Auto,Public,4879
2021,Illinois,Bus,Private,37446
2021,Illinois,Bus,Public,89
2021,Illinois,Truck,Private,6516541
2021,Illinois,Truck,Public,19108
2021,Illinois,Motorcycle,Private,312954
2021,Illinois,Motorcycle,Public,2
2021,Indiana,Auto,Private,1832222
2021,Indiana,Auto,Public,4557
2021,Indiana,Bus,Private,6506
2021,Indiana,Bus,Public,1233
2021,Indiana,Truck,Private,3499326
2021,Indiana,Truck,Public,13278
2021,Indiana,Motorcycle,Private,195404
2021,Indiana,Motorcycle,Public,40
2021,Iowa,Auto,Private,1119070
2021,Iowa,Auto,Public,9991
2021,Iowa,Bus,Private,4031
2021,Iowa,Bus,Public,5337
2021,Iowa,Truck,Private,2482684
2021,Iowa,Truck,Public,24249
2021,Iowa,Motorcycle,Private,193620
2021,Iowa,Motorcycle,Public,330
2021,Kansas,Auto,Private,853291
2021,Kansas,Auto,Public,3698
2021,Kansas,Bus,Private,359
2021,Kansas,Bus,Public,1499
2021,Kansas,Truck,Private,1646973
2021,Kansas,Truck,Public,9822
2021,Kansas,Motorcycle,Private,90623
2021,Kansas,Motorcycle,Public,48
2021,Kentucky,Auto,Private,1537391
2021,Kentucky,Auto,Public,30044
2021,Kentucky,Bus,Private,1253
2021,Kentucky,Bus,Public,9663
2021,Kentucky,Truck,Private,2675409
2021,Kentucky,Truck,Public,55241
2021,Kentucky,Motorcycle,Private,99642
2021,Kentucky,Motorcycle,Public,87
2021,Louisiana,Auto,Private,1246843
2021,Louisiana,Auto,Public,32658
2021,Louisiana,Bus,Private,23071
2021,Louisiana,Bus,Public,8610
2021,Louisiana,Truck,Private,2385093
2021,Louisiana,Truck,Public,66156
2021,Louisiana,Motorcycle,Private,99534
2021,Louisiana,Motorcycle,Public,524
2021,Maine,Auto,Private,414457
2021,Maine,Auto,Public,1268
2021,Maine,Bus,Private,939
2021,Maine,Bus,Public,332
2021,Maine,Truck,Private,906859
2021,Maine,Truck,Public,3947
2021,Maine,Motorcycle,Private,59851
2021,Maine,Motorcycle,Public,3
2021,Maryland,Auto,Private,2048469
2021,Maryland,Auto,Public,27924
2021,Maryland,Bus,Private,6301
2021,Maryland,Bus,Public,9526
2021,Maryland,Truck,Private,2668691
2021,Maryland,Truck,Public,44980
2021,Maryland,Motorcycle,Private,104707
2021,Maryland,Motorcycle,Public,76
2021,Massachusetts,Auto,Private,1961842
2021,Massachusetts,Auto,Public,18591
2021,Massachusetts,Bus,Private,11100
2021,Massachusetts,Bus,Public,3146
2021,Massachusetts,Truck,Private,3030413
2021,Massachusetts,Truck,Public,34472
2021,Massachusetts,Motorcycle,Private,146755
2021,Massachusetts,Motorcycle,Public,733
2021,Michigan,Auto,Private,2857124
2021,Michigan,Auto,Public,37704
2021,Michigan,Bus,Private,0
2021,Michigan,Bus,Public,72
2021,Michigan,Truck,Private,6315019
2021,Michigan,Truck,Public,90701
2021,Michigan,Motorcycle,Private,254900
2021,Michigan,Motorcycle,Public,932
2021,Minnesota,Auto,Private,1724915
2021,Minnesota,Auto,Public,5082
2021,Minnesota,Bus,Private,12836
2021,Minnesota,Bus,Public,27
2021,Minnesota,Truck,Private,3531081
2021,Minnesota,Truck,Public,14132
2021,Minnesota,Motorcycle,Private,223887
2021,Minnesota,Motorcycle,Public,0
2021,Mississippi,Auto,Private,891658
2021,Mississippi,Auto,Public,1940
2021,Mississippi,Bus,Private,2371
2021,Mississippi,Bus,Public,6975
2021,Mississippi,Truck,Private,1444248
2021,Mississippi,Truck,Public,5927
2021,Mississippi,Motorcycle,Private,32649
2021,Mississippi,Motorcycle,Public,0
2021,Missouri,Auto,Private,1915254
2021,Missouri,Auto,Public,1243
2021,Missouri,Bus,Private,22068
2021,Missouri,Bus,Public,111
2021,Missouri,Truck,Private,3521756
2021,Missouri,Truck,Public,7449
2021,Missouri,Motorcycle,Private,136058
2021,Missouri,Motorcycle,Public,0
2021,Montana,Auto,Private,463104
2021,Montana,Auto,Public,547
2021,Montana,Bus,Private,4930
2021,Montana,Bus,Public,208
2021,Montana,Truck,Private,1290170
2021,Montana,Truck,Public,3890
2021,Montana,Motorcycle,Private,377154
2021,Montana,Motorcycle,Public,11
2021,Nebraska,Auto,Private,594827
2021,Nebraska,Auto,Public,10073
2021,Nebraska,Bus,Private,3702
2021,Nebraska,Bus,Public,4986
2021,Nebraska,Truck,Private,1246142
2021,Nebraska,Truck,Public,22645
2021,Nebraska,Motorcycle,Private,51056
2021,Nebraska,Motorcycle,Public,97
2021,Nevada,Auto,Private,1051246
2021,Nevada,Auto,Public,431
2021,Nevada,Bus,Private,257
2021,Nevada,Bus,Public,52
2021,Nevada,Truck,Private,1542243
2021,Nevada,Truck,Public,3850
2021,Nevada,Motorcycle,Private,78064
2021,Nevada,Motorcycle,Public,0
2021,New Hampshire,Auto,Private,454868
2021,New Hampshire,Auto,Public,3273
2021,New Hampshire,Bus,Private,754
2021,New Hampshire,Bus,Public,1669
2021,New Hampshire,Truck,Private,864990
2021,New Hampshire,Truck,Public,7369
2021,New Hampshire,Motorcycle,Private,84953
2021,New Hampshire,Motorcycle,Public,73
2021,New Jersey,Auto,Private,2511428
2021,New Jersey,Auto,Public,23820
2021,New Jersey,Bus,Private,24318
2021,New Jersey,Bus,Public,2304
2021,New Jersey,Truck,Private,3487133
2021,New Jersey,Truck,Public,41300
2021,New Jersey,Motorcycle,Private,159602
2021,New Jersey,Motorcycle,Public,0
2021,New Mexico,Auto,Private,600487
2021,New Mexico,Auto,Public,19203
2021,New Mexico,Bus,Private,2153
2021,New Mexico,Bus,Public,4582
2021,New Mexico,Truck,Private,1138073
2021,New Mexico,Truck,Public,41681
2021,New Mexico,Motorcycle,Private,56122
2021,New Mexico,Motorcycle,Public,372
2021,New York,Auto,Private,3099312
2021,New York,Auto,Public,12718
2021,New York,Bus,Private,78085
2021,New York,Bus,Public,5232
2021,New York,Truck,Private,5209841
2021,New York,Truck,Public,33783
2021,New York,Motorcycle,Private,969815
2021,New York,Motorcycle,Public,10
2021,North Carolina,Auto,Private,3235757
2021,North Carolina,Auto,Public,44730
2021,North Carolina,Bus,Private,9872
2021,North Carolina,Bus,Public,22446
2021,North Carolina,Truck,Private,5126804
2021,North Carolina,Truck,Public,78583
2021,North Carolina,Motorcycle,Private,188962
2021,North Carolina,Motorcycle,Public,352
2021,North Dakota,Auto,Private,208033
2021,North Dakota,Auto,Public,4259
2021,North Dakota,Bus,Private,1005
2021,North Dakota,Bus,Public,2358
2021,North Dakota,Truck,Private,657188
2021,North Dakota,Truck,Public,14987
2021,North Dakota,Motorcycle,Private,37331
2021,North Dakota,Motorcycle,Public,25
2021,Ohio,Auto,Private,4047391
2021,Ohio,Auto,Public,39130
2021,Ohio,Bus,Private,28575
2021,Ohio,Bus,Public,6470
2021,Ohio,Truck,Private,6286110
2021,Ohio,Truck,Public,70300
2021,Ohio,Motorcycle,Private,414384
2021,Ohio,Motorcycle,Public,17
2021,Oklahoma,Auto,Private,1051337
2021,Oklahoma,Auto,Public,5030
2021,Oklahoma,Bus,Private,1491
2021,Oklahoma,Bus,Public,110
2021,Oklahoma,Truck,Private,2105736
2021,Oklahoma,Truck,Public,14089
2021,Oklahoma,Motorcycle,Private,175374
2021,Oklahoma,Motorcycle,Public,0
2021,Oregon,Auto,Private,1338818
2021,Oregon,Auto,Public,18308
2021,Oregon,Bus,Private,8796
2021,Oregon,Bus,Public,8065
2021,Oregon,Truck,Private,2464478
2021,Oregon,Truck,Public,37957
2021,Oregon,Motorcycle,Private,133617
2021,Oregon,Motorcycle,Public,596
2021,Pennsylvania,Auto,Private,3874368
2021,Pennsylvania,Auto,Public,43218
2021,Pennsylvania,Bus,Private,51799
2021,Pennsylvania,Bus,Public,2770
2021,Pennsylvania,Truck,Private,6501564
2021,Pennsylvania,Truck,Public,82099
2021,Pennsylvania,Motorcycle,Private,371275
2021,Pennsylvania,Motorcycle,Public,788
2021,Rhode Island,Auto,Private,333565
2021,Rhode Island,Auto,Public,4786
2021,Rhode Island,Bus,Private,1841
2021,Rhode Island,Bus,Public,336
2021,Rhode Island,Truck,Private,428962
2021,Rhode Island,Truck,Public,7331
2021,Rhode Island,Motorcycle,Private,24743
2021,Rhode Island,Motorcycle,Public,90
2021,South Carolina,Auto,Private,1781727
2021,South Carolina,Auto,Public,137802
2021,South Carolina,Bus,Private,5053
2021,South Carolina,Bus,Public,11319
2021,South Carolina,Truck,Private,2813933
2021,South Carolina,Truck,Public,222297
2021,South Carolina,Motorcycle,Private,119109
2021,South Carolina,Motorcycle,Public,439
2021,South Dakota,Auto,Private,311336
2021,South Dakota,Auto,Public,6361
2021,South Dakota,Bus,Private,1070
2021,South Dakota,Bus,Public,20473
2021,South Dakota,Truck,Private,852459
2021,South Dakota,Truck,Public,18477
2021,South Dakota,Motorcycle,Private,135470
2021,South Dakota,Motorcycle,Public,871
2021,Tennessee,Auto,Private,2305722
2021,Tennessee,Auto,Public,40825
2021,Tennessee,Bus,Private,15175
2021,Tennessee,Bus,Public,6865
2021,Tennessee,Truck,Private,4071633
2021,Tennessee,Truck,Public,77174
2021,Tennessee,Motorcycle,Private,194332
2021,Tennessee,Motorcycle,Public,996
2021,Texas,Auto,Private,7672313
2021,Texas,Auto,Public,111754
2021,Texas,Bus,Private,15793
2021,Texas,Bus,Public,57670
2021,Texas,Truck,Private,14581875
2021,Texas,Truck,Public,230293
2021,Texas,Motorcycle,Private,340892
2021,Texas,Motorcycle,Public,2400
2021,Utah,Auto,Private,974215
2021,Utah,Auto,Public,16541
2021,Utah,Bus,Private,1817
2021,Utah,Bus,Public,5626
2021,Utah,Truck,Private,1677553
2021,Utah,Truck,Public,31843
2021,Utah,Motorcycle,Private,130343
2021,Utah,Motorcycle,Public,567
2021,Vermont,Auto,Private,177239
2021,Vermont,Auto,Public,2786
2021,Vermont,Bus,Private,834
2021,Vermont,Bus,Public,536
2021,Vermont,Truck,Private,395019
2021,Vermont,Truck,Public,6481
2021,Vermont,Motorcycle,Private,31445
2021,Vermont,Motorcycle,Public,0
2021,Virginia,Auto,Private,2937556
2021,Virginia,Auto,Public,40835
2021,Virginia,Bus,Private,8117
2021,Virginia,Bus,Public,27566
2021,Virginia,Truck,Private,4377367
2021,Virginia,Truck,Public,72495
2021,Virginia,Motorcycle,Private,187384
2021,Virginia,Motorcycle,Public,716
2021,Washington,Auto,Private,2895251
2021,Washington,Auto,Public,81823
2021,Washington,Bus,Private,4788
2021,Washington,Bus,Public,18378
2021,Washington,Truck,Private,4584669
2021,Washington,Truck,Public,135829
2021,Washington,Motorcycle,Private,245409
2021,Washington,Motorcycle,Public,0
2021,West Virginia,Auto,Private,352938
2021,West Virginia,Auto,Public,6492
2021,West Virginia,Bus,Private,87
2021,West Virginia,Bus,Public,51
2021,West Virginia,Truck,Private,795918
2021,West Virginia,Truck,Public,15902
2021,West Virginia,Motorcycle,Private,46723
2021,West Virginia,Motorcycle,Public,913
2021,Wisconsin,Auto,Private,1791851
2021,Wisconsin,Auto,Public,33599
2021,Wisconsin,Bus,Private,13795
2021,Wisconsin,Bus,Public,54
2021,Wisconsin,Truck,Private,3535519
2021,Wisconsin,Truck,Public,70266
2021,Wisconsin,Motorcycle,Private,323530
2021,Wisconsin,Motorcycle,Public,444
2021,Wyoming,Auto,Private,186214
2021,Wyoming,Auto,Public,369
2021,Wyoming,Bus,Private,1146
2021,Wyoming,Bus,Public,124
2021,Wyoming,Truck,Private,651283
2021,Wyoming,Truck,Public,2818
2021,Wyoming,Motorcycle,Private,29006
2021,Wyoming,Motorcycle,Public,9
2020,Alabama,Auto,Private,1993089
2020,Alabama,Auto,Public,42287
2020,Alabama,Bus,Private,5492
2020,Alabama,Bus,Public,132
2020,Alabama,Truck,Private,3094573
2020,Alabama,Truck,Public,69866
2020,Alabama,Motorcycle,Private,114901
2020,Alabama,Motorcycle,Public,0
2020,Alaska,Auto,Private,167313
2020,Alaska,Auto,Public,3831
2020,Alaska,Bus,Private,8022
2020,Alaska,Bus,Public,598
2020,Alaska,Truck,Private,571380
2020,Alaska,Truck,Public,14901
2020,Alaska,Motorcycle,Private,26772
2020,Alaska,Motorcycle,Public,9
2020,Arizona,Auto,Private,2391632
2020,Arizona,Auto,Public,18386
2020,Arizona,Bus,Private,1453
2020,Arizona,Bus,Public,7033
2020,Arizona,Truck,Private,3479891
2020,Arizona,Truck,Public,34312
2020,Arizona,Motorcycle,Private,121073
2020,Arizona,Motorcycle,Public,1
2020,Arkansas,Auto,Private,860646
2020,Arkansas,Auto,Public,11791
2020,Arkansas,Bus,Private,11322
2020,Arkansas,Bus,Public,722
2020,Arkansas,Truck,Private,1831759
2020,Arkansas,Truck,Public,27332
2020,Arkansas,Motorcycle,Private,169796
2020,Arkansas,Motorcycle,Public,1
2020,California,Auto,Private,13957692
2020,California,Auto,Public,243708
2020,California,Bus,Private,34282
2020,California,Bus,Public,66546
2020,California,Truck,Private,15008976
2020,California,Truck,Public,301621
2020,California,Motorcycle,Private,771826
2020,California,Motorcycle,Public,13598
2020,Colorado,Auto,Private,1623494
2020,Colorado,Auto,Public,15534
2020,Colorado,Bus,Private,5718
2020,Colorado,Bus,Public,8002
2020,Colorado,Truck,Private,3481409
2020,Colorado,Truck,Public,37465
2020,Colorado,Motorcycle,Private,179080
2020,Colorado,Motorcycle,Public,6
2020,Connecticut,Auto,Private,1210262
2020,Connecticut,Auto,Public,909
2020,Connecticut,Bus,Private,11705
2020,Connecticut,Bus,Public,68
2020,Connecticut,Truck,Private,1558840
2020,Connecticut,Truck,Public,4821
2020,Connecticut,Motorcycle,Private,80926
2020,Connecticut,Motorcycle,Public,23
2020,Delaware,Auto,Private,414460
2020,Delaware,Auto,Public,1455
2020,Delaware,Bus,Private,3391
2020,Delaware,Bus,Public,468
2020,Delaware,Truck,Private,579091
2020,Delaware,Truck,Public,3247
2020,Delaware,Motorcycle,Private,23253
2020,Delaware,Motorcycle,Public,65
2020,District of Columbia,Auto,Private,191873
2020,District of Columbia,Auto,Public,18424
2020,District of Columbia,Bus,Private,1024
2020,District of Columbia,Bus,Public,4109
2020,District of Columbia,Truck,Private,123078
2020,District of Columbia,Truck,Public,14462
2020,District of Columbia,Motorcycle,Private,3182
2020,District of Columbia,Motorcycle,Public,385
2020,Florida,Auto,Private,7736727
2020,Florida,Auto,Public,104826
2020,Florida,Bus,Private,24415
2020,Florida,Bus,Public,35758
2020,Florida,Truck,Private,9792260
2020,Florida,Truck,Public,150443
2020,Florida,Motorcycle,Private,617323
